,triple,score
0,"['covid-19', 'disease_disease', 'ebola fever']",-9.560009956359863
1,"['covid-19', 'disease_disease', 'varicella pneumonia']",-9.640640258789062
2,"['covid-19', 'disease_disease', 'pandemic h1n1 virus']",-9.667434692382812
3,"['covid-19', 'disease_disease', 'cryptococcosis']",-9.82241439819336
4,"['covid-19', 'disease_disease', 'eids']",-10.001984596252441
5,"['covid-19', 'disease_disease', 'coli']",-10.053627014160156
6,"['covid-19', 'disease_disease', 'rhv']",-10.061744689941406
7,"['covid-19', 'disease_disease', 'avian influenza a virus']",-10.083904266357422
8,"['covid-19', 'disease_disease', 'nsars']",-10.167715072631836
9,"['covid-19', 'disease_disease', 'myopathy']",-10.184534072875977
10,"['contagious viral disease', 'disease_disease', 'covid-19']",-10.108193397521973
11,"['ventilator associated pneumonia', 'disease_disease', 'covid-19']",-10.355352401733398
12,"['tissue necrosis', 'disease_disease', 'covid-19']",-10.423027038574219
13,"['fibrinous pleuritis', 'disease_disease', 'covid-19']",-10.52385139465332
14,"['coagulopathies', 'disease_disease', 'covid-19']",-10.55566120147705
15,"['allergic', 'disease_disease', 'covid-19']",-10.696167945861816
16,"['acute bronchospasm', 'disease_disease', 'covid-19']",-10.716670989990234
17,"['chronic disorder', 'disease_disease', 'covid-19']",-10.806849479675293
18,"['hospital acquired infection', 'disease_disease', 'covid-19']",-10.844260215759277
19,"['endocrine', 'disease_disease', 'covid-19']",-10.911291122436523
