,triple,score,label
0,"['covid-19', 'disease_symptom', 'anosmia']",-14.38203335,1
1,"['covid-19', 'disease_symptom', 'coronavirus infection']",-14.40963173,0
2,"['covid-19', 'disease_symptom', 'cryptosporidiosis']",-14.56036377,0
3,"['covid-19', 'disease_symptom', 'hrv']",-14.56719017,0
4,"['covid-19', 'disease_symptom', 'type']",-14.71764851,0
5,"['covid-19', 'disease_symptom', 'respiratory failure']",-14.8166399,0
6,"['covid-19', 'disease_symptom', 'prostatitis']",-14.81697273,0
7,"['covid-19', 'disease_symptom', 'gingivostomatitis']",-14.89512062,0
8,"['covid-19', 'disease_symptom', 'viral']",-14.9177742,0
9,"['covid-19', 'disease_symptom', 'csf pleocytosis']",-14.92156029,0
10,"['high', 'symptom_disease', 'covid-19']",-13.97876358,0
11,"['bronchospasm', 'symptom_disease', 'covid-19']",-14.13800049,0
12,"['loss of appetite', 'symptom_disease', 'covid-19']",-14.22214508,0
13,"['bowel obstruction', 'symptom_disease', 'covid-19']",-14.43835449,0
14,"['severe', 'symptom_disease', 'covid-19']",-14.58206367,0
15,"['covid-19', 'symptom_disease', 'covid-19']",-14.63625717,0
16,"['blood', 'symptom_disease', 'covid-19']",-14.72887325,0
17,"['bacterial infection', 'symptom_disease', 'covid-19']",-14.74408531,0
18,"['face', 'symptom_disease', 'covid-19']",-14.79071426,0
19,"['difficulty in breathing', 'symptom_disease', 'covid-19']",-14.83149147,0
,,,0
